PRODUTOS,CARACTERISTICAS
52-13-5361-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: RETO;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5554-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5288-5476,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5356-8259,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-08-0792-09792,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: MULTICOLORIDO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ABSTRATO;ESTILO: FESTIVO;}
52-08-0790-0003,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
52-10-5176-01011,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
52-13-5018-0003,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NA_LATERAL;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5126-0030,{COMPRIMENTO: CURTA; MODELAGEM: SOLTA; COMPRIMENTO_MANGA: SEM_MANGA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: TOMARA_QUE_CAIA; AMARRACAO: N/A; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: PEQUENO; ESTAMPA: ANIMALPRINT_ONCA; ESTILO: CASUAL;}
52-10-5164-0024,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5323-09657,{COMPRIMENTO: LONGA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: FLARE;DECOTE_OU_GOLA: OMBRO_A_OMBRO;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
52-05-1558-5471,{COMPRIMENTO: LONGA; MODELAGEM: SOLTA; COMPRIMENTO_MANGA: LONGA; TIPO_MANGA: FLARE; DECOTE_OU_GOLA: N/A; AMARRACAO: N/A; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: ABSTRATO; ESTILO: CASUAL;}
52-13-5378-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-11-1014-0005,{COMPRIMENTO: MINI;MODELAGEM: EVASÊ;TIPO_CINTURA: ALTA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: LISTRADO_VERTICAL;ESTILO: CASUAL;}
25-11-1270-0005,{COMPRIMENTO: MINI;MODELAGEM: REGULAR;TIPO_CINTURA: ALTA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-11-1173-0300,{COMPRIMENTO: MINI; MODELAGEM: REGULAR; TIPO_CINTURA: BAIXA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: ANIMALPRINT_COBRA; ESTILO: CASUAL;}
25-11-1232-0005,{COMPRIMENTO: MINI; MODELAGEM: PLISSADA; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: SIM_NA_LATERAL; FENDA_PERNA: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: FESTIVO;}
25-13-0080-0278,{COMPRIMENTO: MINI; MODELAGEM: EVASÊ; TIPO_CINTURA: ALTA; TIPO_BARRA: ASSIMETRICA; AMARRACAO: N/A; FENDA_PERNA: SIM; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-11-1256-6048,{COMPRIMENTO: MEIO_CANELA;MODELAGEM: REGULAR;TIPO_CINTURA: MEDIA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: XADREZ;ESTILO: CASUAL;}
25-11-1108-0600,{COMPRIMENTO: MEIO_COXA; MODELAGEM: REGULAR; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: SIM_NA_FRENTE; FENDA_PERNA: N/A; COR_PREDOMINANTE: MARROM; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-11-0963-0005,{COMPRIMENTO: MINI;MODELAGEM: REGULAR;TIPO_CINTURA: ALTA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-11-1290-0005,{COMPRIMENTO: MINI;MODELAGEM: REGULAR;TIPO_CINTURA: ALTA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-11-1432-0005,{COMPRIMENTO: MINI;MODELAGEM: REGULAR;TIPO_CINTURA: ALTA;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
25-11-1169-09556,{COMPRIMENTO: MINI; MODELAGEM: REGULAR; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: MULTICOLORIDO; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: LISTRADO_HORIZONTAL; ESTILO: CASUAL;}
25-11-1167-09253,{COMPRIMENTO: MEIO_COXA;MODELAGEM: REGULAR;TIPO_CINTURA: ALTA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-11-1254-8259,{COMPRIMENTO: MEIO_CANELA;MODELAGEM: REGULAR;TIPO_CINTURA: MEDIA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-11-0993-0005,{COMPRIMENTO: MEIO_COXA;MODELAGEM: REGULAR;TIPO_CINTURA: MEDIA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-11-1012-0005,{COMPRIMENTO: MEIO_COXA; MODELAGEM: REGULAR; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: BASICO;}
25-11-1200-09563,"{COMPRIMENTO: CALCANHAR; MODELAGEM: EVASÊ; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: PEQUENO; ESTAMPA: FLORAL; ESTILO: CASUAL}"
25-11-1266-09599,{COMPRIMENTO: MEIO_COXA; MODELAGEM: GODÊ; TIPO_CINTURA: MEDIA; TIPO_BARRA: EVASÊ; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: AZUL; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: GRANDE; ESTAMPA: FLORAL; ESTILO: CASUAL;}
25-11-1220-09546,"{COMPRIMENTO: CALCANHAR; MODELAGEM: EVASÊ; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: SIM; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: FLORAL; ESTILO: FESTIVO;}"
25-11-1394-09805,{COMPRIMENTO: CALCANHAR; MODELAGEM: EVASÊ; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: VERDE; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: FLORAL; ESTILO: CASUAL;}
25-11-1335-09905,"{COMPRIMENTO: CALCANHAR; MODELAGEM: SEREIA; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: ANIMALPRINT_ONCA; ESTILO: CASUAL;}"
25-11-1198-03023,{COMPRIMENTO: MEIO_COXA; MODELAGEM: EVASÊ; TIPO_CINTURA: ALTA; TIPO_BARRA: ASSIMETRICA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: ABSTRATO; ESTILO: FESTIVO;}
25-11-1267-09050,{COMPRIMENTO: MEIO_COXA; MODELAGEM: REGULAR; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: LARANJA; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-11-1275-09253,{COMPRIMENTO: MEIO_CANELA;MODELAGEM: TRANSPASSADA;TIPO_CINTURA: MEDIA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_FRENTE;FENDA_PERNA: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-11-1372-09806,{COMPRIMENTO: MEIO_COXA;MODELAGEM: ASSIMETRICA;TIPO_CINTURA: MEDIA;TIPO_BARRA: ASSIMETRICA;AMARRACAO: SIM_NA_FRENTE;FENDA_PERNA: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FOLHAGEM;ESTILO: CASUAL;}
25-11-1239-0200,{COMPRIMENTO: MEIO_COXA; MODELAGEM: GODÊ; TIPO_CINTURA: ALTA; TIPO_BARRA: EVASÊ; AMARRACAO: SIM_NA_FRENTE; FENDA_PERNA: N/A; COR_PREDOMINANTE: AZUL; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: PEQUENO; ESTAMPA: LISTRADO_VERTICAL; ESTILO: CASUAL;}
25-34-1619-04501,"{COMPRIMENTO: CALCANHAR; MODELAGEM: REGULAR; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: SIM; COR_PREDOMINANTE: AZUL; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL}"
25-11-1264-09260,{COMPRIMENTO: MEIO_CANELA; MODELAGEM: EVASÊ; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: SIM_NA_FRENTE; FENDA_PERNA: N/A; COR_PREDOMINANTE: LARANJA; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: ANIMALPRINT_ONCA; ESTILO: CASUAL;}
25-11-1272-0101,{COMPRIMENTO: MINI; MODELAGEM: REGULAR; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: JEANS; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-11-1250-6048,{COMPRIMENTO: MEIO_COXA; MODELAGEM: GODÊ; TIPO_CINTURA: ALTA; TIPO_BARRA: EVASÊ; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-11-1205-6048,{COMPRIMENTO: MEIO_COXA;MODELAGEM: EVASÊ;TIPO_CINTURA: MEDIA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
25-11-1434-09541,{COMPRIMENTO: MEIO_COXA; MODELAGEM: GODÊ; TIPO_CINTURA: ALTA; TIPO_BARRA: ASSIMETRICA; AMARRACAO: N/A; FENDA_PERNA: SIM; COR_PREDOMINANTE: AZUL; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: FLORAL; ESTILO: FESTIVO;}
25-11-1190-04346,{COMPRIMENTO: MEIO_COXA; MODELAGEM: EVASÊ; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: BRANCO; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: FLORAL; ESTILO: FESTIVO;}
25-11-1402-0005,{COMPRIMENTO: MEIO_COXA; MODELAGEM: PREGUEADA; TIPO_CINTURA: MEDIA; TIPO_BARRA: AJUSTADA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: SOCIAL;}
25-11-1230-0005,{COMPRIMENTO: MEIO_CANELA; MODELAGEM: REGULAR; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: SIM; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-11-1209-09654,{COMPRIMENTO: LONGO; MODELAGEM: EVASÊ; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: VERMELHO; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: POA; ESTILO: CASUAL;}
25-11-1280-0105,{COMPRIMENTO: MEIO_CANELA; MODELAGEM: RETA; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: SIM; COR_PREDOMINANTE: JEANS; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-11-1211-0005,{COMPRIMENTO: MEIO_CANELA;MODELAGEM: EVASÊ;TIPO_CINTURA: MEDIA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-11-1177-0005,{COMPRIMENTO: MEIO_COXA; MODELAGEM: EVASÊ; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: SIM; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: SEM_ESTAMPA; ESTILO: FESTIVO;}
25-11-1197-0005,{COMPRIMENTO: MEIO_CANELA;MODELAGEM: TRANSPASSADA;TIPO_CINTURA: MEDIA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_LATERAL;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-11-1208-0005,{COMPRIMENTO: MEIO_COXA; MODELAGEM: EVASÊ; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: SIM; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-11-1171-09256,{COMPRIMENTO: JOELHO; MODELAGEM: RETA; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; FENDA_PERNA: SIM; COR_PREDOMINANTE: AMARELO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: SOCIAL;}
25-05-4045-2030,{COMPRIMENTO: CURTO; MODELAGEM: SOLTA; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: N/A; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-05-4046-0005,{COMPRIMENTO: CURTO;MODELAGEM: SOLTA;TIPO_CINTURA: MEDIA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-05-4048-0003,{COMPRIMENTO: CURTO; MODELAGEM: SOLTA; TIPO_CINTURA: MEDIA; TIPO_BARRA: RETA; AMARRACAO: N/A; COR_PREDOMINANTE: OFF_WHITE; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-05-4145-0003,{COMPRIMENTO: CURTO; MODELAGEM: AJUSTADA; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: N/A; COR_PREDOMINANTE: BRANCO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-05-4074-0030,{COMPRIMENTO: MEDIO;MODELAGEM: SOLTA;TIPO_CINTURA: MEDIA;TIPO_BARRA: RETA;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-05-4219-0105,{COMPRIMENTO: MEDIO;MODELAGEM: RETA;TIPO_CINTURA: ALTA;TIPO_BARRA: DESFIADA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-05-4056-0105,{COMPRIMENTO: CURTO;MODELAGEM: AJUSTADA;TIPO_CINTURA: ALTA;TIPO_BARRA: DESFIADA;AMARRACAO: N/A;COR_PREDOMINANTE: JEANS;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-05-4055-0101,{COMPRIMENTO: CURTO;MODELAGEM: RETA;TIPO_CINTURA: ALTA;TIPO_BARRA: DESFIADA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: TIE_DYE;ESTILO: CASUAL;}
25-05-4134-0105,{COMPRIMENTO: CURTO; MODELAGEM: RETA; TIPO_CINTURA: ALTA; TIPO_BARRA: DESFIADA; AMARRACAO: N/A; COR_PREDOMINANTE: JEANS; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-05-4073-0105,{COMPRIMENTO: MEDIO;MODELAGEM: SOLTA;TIPO_CINTURA: MEDIA;TIPO_BARRA: DESFIADA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-05-4136-2028,{COMPRIMENTO: CURTO;MODELAGEM: AJUSTADA;TIPO_CINTURA: ALTA;TIPO_BARRA: RETA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-05-3983-09030,{COMPRIMENTO: CURTO; MODELAGEM: SOLTA; TIPO_CINTURA: ALTA; TIPO_BARRA: AJUSTADA; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-05-4080-09252,{COMPRIMENTO: CURTO;MODELAGEM: AJUSTADA;TIPO_CINTURA: MEDIA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: ROXO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-05-4222-09280,{COMPRIMENTO: CURTO; MODELAGEM: AJUSTADA; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: N/A; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-05-4132-0005,{COMPRIMENTO: CURTO;MODELAGEM: SOLTA;TIPO_CINTURA: ALTA;TIPO_BARRA: RETA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-05-3986-0005,{COMPRIMENTO: CURTO; MODELAGEM: AJUSTADA; TIPO_CINTURA: ALTA; TIPO_BARRA: RETA; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
25-05-4175-09281,{COMPRIMENTO: CURTO;MODELAGEM: AJUSTADA;TIPO_CINTURA: ALTA;TIPO_BARRA: RETA;AMARRACAO: N/A;COR_PREDOMINANTE: MARROM;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
